expression_hash,candidate_id,phase3bk_rank,factor_lane,fields,expression,horizon_min,shard_count,ic_mean,ic_abs_mean,ic_hit_rate,spread_mean,spread_abs_mean,spread_hit_rate,wrong_lag_prev_ic_mean,wrong_lag_future_ic_mean,mean_one_way_turnover,signal_unique_min,signal_nonnull_sum,eval_rows_sum,expected_direction,primary_horizon_min,aligned_ic_mean,aligned_spread_mean,blocker_flags,phase3bl_decision,open_direction,abs_aligned_ic_mean,positive_horizon_count,phase3bo_blocker_flags,phase3bo_decision
1ef6e2c9ad5f802e9807856f,,,intraday_efficiency_fresh,intraday_ret_from_open|ret_1m,"CSRank(Div(ZScore(Delta($intraday_ret_from_open,2)),Add(Abs(ZScore(Std($ret_1m,2))),0.000001)))",1,6,-0.1864421834,0.1865183075,0.003472222222,-0.0007230676283,0.0007361584097,0.03819444444,-0.02624492394,0.5379575463,0.7908368726,1962,94914,96822,1,0,-0.1864421834,-0.0007230676283,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,short_top,0.1864421834,4,future_signal_wrong_lag_too_strong,bo_watch_or_reject
51a95a3e605fa87fa09c91a7,,,intraday_efficiency_fresh,intraday_ret_from_open|ret_1m,"CSRank(Div(ZScore(Delta($intraday_ret_from_open,3)),Add(Abs(ZScore(Std($ret_1m,3))),0.000001)))",1,6,-0.1709688351,0.1716645142,0.006944444444,-0.0006302582858,0.0006525309533,0.07291666667,-0.02684015261,0.4335680619,0.7919602341,1955,94914,96822,1,0,-0.1709688351,-0.0006302582858,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,short_top,0.1709688351,4,future_signal_wrong_lag_too_strong,bo_watch_or_reject
ba7c3176a26e34c65f08821f,,,intraday_efficiency_fresh,intraday_ret_from_open|ret_1m,"CSRank(Div(ZScore(Delta($intraday_ret_from_open,5)),Add(Abs(ZScore(Std($ret_1m,5))),0.000001)))",1,6,-0.1562124146,0.1597202974,0.04166666667,-0.0005382265616,0.0005917145784,0.1006944444,-0.02918346445,0.3370466849,0.7906689789,1973,94914,96822,1,0,-0.1562124146,-0.0005382265616,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,short_top,0.1562124146,4,future_signal_wrong_lag_too_strong,bo_watch_or_reject
294d2338c3c9061ab9a9b3b5,,,opening_divergence_representative,m1_first15_vwap_return_vs_open|ret_1m,"CSRank(Sub(ZScore($m1_first15_vwap_return_vs_open),ZScore(Delta($ret_1m,30))))",1,6,0.1118294146,0.1151902977,0.9456521739,0.0004899794597,0.0005354100516,0.8985507246,0.003454578976,-0.4474496465,0.7728436652,1957,90976,96822,1,0,0.1118294146,0.0004899794597,future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,long_top,0.1118294146,4,future_signal_wrong_lag_too_strong,bo_watch_or_reject
edfe7ae058bd5f3d7a73a437,,,opening_range_location,close|high|low,"CSRank(Sub(ZScore(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001))),ZScore(Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),3))))",1,6,-0.08979847378,0.09332800907,0.07986111111,-0.0004035511094,0.0004583348212,0.1111111111,0.003759109367,0.4371116809,0.8058823795,2258,92973,96822,1,0,-0.08979847378,-0.0004035511094,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,short_top,0.08979847378,4,future_signal_wrong_lag_too_strong,bo_watch_or_reject
01aded8a7a5a90cb123d1003,,,opening_range_location,close|high|low,"CSRank(Sub(ZScore(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001))),ZScore(Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2))))",1,6,-0.08861946793,0.09327857683,0.07986111111,-0.0005931615685,0.0006127232229,0.04513888889,-0.0004153787895,0.4740806275,0.7983424958,1952,92973,96822,1,0,-0.08861946793,-0.0005931615685,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,short_top,0.08861946793,4,future_signal_wrong_lag_too_strong,bo_watch_or_reject
cdd3ed171b86aeeb75b46d6f,,,bounded_vwap_mixed,amount|m1_first5_amount|vwap,"CSRank(Sub(ZScore(Div($m1_first5_amount,Add(Abs(Mean($amount,2)),0.000001))),ZScore(Delta($vwap,2))))",5,6,0.0570469563,0.08629032961,0.7222222222,0.0003680127297,0.0007715267584,0.6527777778,0.01946191822,-0.07810647983,0.7399702234,7214,91425,96822,1,0,0.0570469563,0.0003680127297,future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,long_top,0.0570469563,4,future_signal_wrong_lag_too_strong,bo_watch_or_reject
81c12f20e12ef20d7e37758d,,,bounded_vwap_mixed,amount|m1_first5_amount|vwap,"CSRank(Sub(ZScore(Div($m1_first5_amount,Add(Abs(Mean($amount,3)),0.000001))),ZScore(Delta($vwap,3))))",15,6,0.05082457575,0.09380774267,0.6423611111,0.0005799361181,0.001302173867,0.6527777778,0.02737357766,-0.01455220578,0.7500375388,6740,92213,96822,1,0,0.05082457575,0.0005799361181,,bl_signal_materialized_pass,long_top,0.05082457575,4,,bo_followup_priority
f41c1ec12ec0854e5955f30d,,,opening_amount_pressure_orthogonal,amount|m1_first15_amount|m1_first15_vol|volume,"CSRank(Sub(ZScore(Div($m1_first15_amount,Add(Abs(Mean($amount,5)),0.000001))),ZScore(Div($m1_first15_vol,Add(Abs(Mean($volume,5)),0.000001)))))",30,6,0.02783835692,0.08231477232,0.615942029,0.0001055711935,0.001884938382,0.5579710145,0.02037399099,0.02708807429,0.7858442067,1924,91050,96822,1,0,0.02783835692,0.0001055711935,future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,long_top,0.02783835692,1,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong|too_few_positive_horizons|weak_dense_primary_abs_ic,bo_watch_or_reject
20fb2f7887c4f4a4eccb691e,,,opening_amount_pressure_orthogonal,amount|m1_first5_amount|m1_first5_vol|volume,"CSRank(Sub(ZScore(Div($m1_first5_amount,Add(Abs(Mean($amount,5)),0.000001))),ZScore(Div($m1_first5_vol,Add(Abs(Mean($volume,5)),0.000001)))))",30,6,0.02627000541,0.08140178414,0.5833333333,0.0001224543816,0.002019935908,0.5347222222,0.02593124384,0.02720141184,0.7820054802,1956,94914,96822,1,0,0.02627000541,0.0001224543816,future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,long_top,0.02627000541,1,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong|too_few_positive_horizons|weak_dense_primary_abs_ic,bo_watch_or_reject
5dfa17d58219bf8407976760,,,opening_amount_pressure_orthogonal,amount|m1_first15_amount|m1_first15_vol|volume,"CSRank(Sub(ZScore(Div($m1_first15_amount,Add(Abs(Mean($amount,2)),0.000001))),ZScore(Div($m1_first15_vol,Add(Abs(Mean($volume,2)),0.000001)))))",30,6,0.02211051396,0.0723919513,0.597826087,0.0002885839674,0.001734153913,0.5724637681,0.008564150039,0.02442257027,0.7826906069,1924,91050,96822,1,0,0.02211051396,0.0002885839674,future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,long_top,0.02211051396,1,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong|too_few_positive_horizons|weak_dense_primary_abs_ic,bo_watch_or_reject
824dff05fbc55413499d6c94,,,opening_range_location,amount|m1_first15_amount|m1_first15_range|open,"CSRank(Mul(ZScore(Div($m1_first15_amount,Add(Abs(Mean($amount,2)),0.000001))),ZScore(Div($m1_first15_range,Add(Abs($open),0.000001)))))",5,6,0.02165524966,0.06739425387,0.6014492754,0.0001086729982,0.0006331950167,0.5905797101,0.02321822809,0.02437398328,0.5017097998,1924,91050,96822,1,0,0.02165524966,0.0001086729982,future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,long_top,0.02165524966,1,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong|too_few_positive_horizons|weak_dense_primary_abs_ic,bo_watch_or_reject
9171ea34ad2c0e7163f443ec,,,opening_amount_pressure_orthogonal,amount|m1_first30_amount|m1_first30_vol|volume,"CSRank(Sub(ZScore(Div($m1_first30_amount,Add(Abs(Mean($amount,5)),0.000001))),ZScore(Div($m1_first30_vol,Add(Abs(Mean($volume,5)),0.000001)))))",30,6,0.02152809276,0.07844584574,0.6201550388,-0.0001479646743,0.001769787192,0.5426356589,0.0179983901,0.02006805698,0.7855027434,1924,85264,96822,1,0,0.02152809276,-0.0001479646743,future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,long_top,0.02152809276,1,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong|too_few_positive_horizons|weak_dense_primary_abs_ic,bo_watch_or_reject
7c7af5510f2d0dcda2d54342,,,opening_amount_pressure_orthogonal,amount|m1_first5_amount|m1_first5_vol|volume,"CSRank(Sub(ZScore(Div($m1_first5_amount,Add(Abs(Mean($amount,2)),0.000001))),ZScore(Div($m1_first5_vol,Add(Abs(Mean($volume,2)),0.000001)))))",30,6,0.02035089315,0.07177490705,0.5798611111,0.0002685933386,0.001823265311,0.5694444444,0.01253047573,0.02249903714,0.7822008458,1956,94914,96822,1,0,0.02035089315,0.0002685933386,future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,long_top,0.02035089315,1,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong|too_few_positive_horizons|weak_dense_primary_abs_ic,bo_watch_or_reject
044520826c303aed7f44a364,,,opening_range_location,amount|m1_first30_amount|m1_first30_range|open,"CSRank(Mul(ZScore(Div($m1_first30_amount,Add(Abs(Mean($amount,2)),0.000001))),ZScore(Div($m1_first30_range,Add(Abs($open),0.000001)))))",5,6,0.02005334907,0.06714500152,0.6162790698,0.0001173883442,0.0005887648121,0.6046511628,0.02172893194,0.02435942659,0.4938124867,1924,85264,96822,1,0,0.02005334907,0.0001173883442,future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,long_top,0.02005334907,1,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong|too_few_positive_horizons|weak_dense_primary_abs_ic,bo_watch_or_reject
88e934efaf171f4b3bd6aeff,,,opening_range_location,amount|m1_first15_amount|m1_first15_range|open,"CSRank(Mul(ZScore(Div($m1_first15_amount,Add(Abs(Mean($amount,3)),0.000001))),ZScore(Div($m1_first15_range,Add(Abs($open),0.000001)))))",5,6,0.01998865833,0.06091260216,0.6268115942,9.945838007e-05,0.0005933465664,0.5507246377,0.01635393817,0.01765486962,0.5901927383,1924,91050,96822,1,0,0.01998865833,9.945838007e-05,,bl_signal_materialized_pass,long_top,0.01998865833,0,signal_corr_abs_ge_0.75|too_few_positive_horizons|weak_dense_primary_abs_ic,bo_watch_or_reject
c5ef5cb176ee131ffe7fbb67,,,opening_amount_pressure_orthogonal,amount|m1_first15_amount|m1_first15_vol|volume,"CSRank(Sub(ZScore(Div($m1_first15_amount,Add(Abs(Mean($amount,3)),0.000001))),ZScore(Div($m1_first15_vol,Add(Abs(Mean($volume,3)),0.000001)))))",30,6,0.0192555133,0.07446787907,0.5797101449,-4.854124194e-05,0.001800969871,0.518115942,0.02356529288,0.02813218224,0.7877532675,1924,91050,96822,1,0,0.0192555133,-4.854124194e-05,future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,long_top,0.0192555133,0,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong|too_few_positive_horizons|weak_dense_primary_abs_ic,bo_watch_or_reject
6c03cf8d44602e7ee2a219bf,,,opening_range_location,amount|m1_first30_amount|m1_first30_range|open,"CSRank(Mul(ZScore(Div($m1_first30_amount,Add(Abs(Mean($amount,3)),0.000001))),ZScore(Div($m1_first30_range,Add(Abs($open),0.000001)))))",5,6,0.01888725493,0.06149283473,0.5968992248,0.0001169519951,0.0005440890464,0.5852713178,0.01816319019,0.01756614876,0.5917539039,1924,85264,96822,1,0,0.01888725493,0.0001169519951,future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,long_top,0.01888725493,0,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong|too_few_positive_horizons|weak_dense_primary_abs_ic,bo_watch_or_reject
c11855ff467d414b389afff4,,,opening_range_location,amount|m1_first5_amount|m1_first5_range|open,"CSRank(Mul(ZScore(Div($m1_first5_amount,Add(Abs(Mean($amount,2)),0.000001))),ZScore(Div($m1_first5_range,Add(Abs($open),0.000001)))))",5,6,0.01801373783,0.06801513412,0.6041666667,7.411778144e-05,0.0006491259013,0.5555555556,0.01963213649,0.02120582083,0.5149118077,1956,94914,96822,1,0,0.01801373783,7.411778144e-05,future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,long_top,0.01801373783,0,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong|too_few_positive_horizons|weak_dense_primary_abs_ic,bo_watch_or_reject
799b41475264528f179db987,,,opening_amount_pressure_orthogonal,amount|m1_first5_amount|m1_first5_vol|volume,"CSRank(Sub(ZScore(Div($m1_first5_amount,Add(Abs(Mean($amount,3)),0.000001))),ZScore(Div($m1_first5_vol,Add(Abs(Mean($volume,3)),0.000001)))))",30,6,0.01791070536,0.07536612404,0.5451388889,0.000126312392,0.001899351444,0.5034722222,0.02756561496,0.02691937522,0.7834173953,1956,94914,96822,1,0,0.01791070536,0.000126312392,future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,long_top,0.01791070536,0,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong|too_few_positive_horizons|weak_dense_primary_abs_ic,bo_watch_or_reject
75c132e9e3a72cbd514f640a,,,opening_range_location,amount|m1_first5_amount|m1_first5_range|open,"CSRank(Mul(ZScore(Div($m1_first5_amount,Add(Abs(Mean($amount,3)),0.000001))),ZScore(Div($m1_first5_range,Add(Abs($open),0.000001)))))",5,6,0.01736527686,0.06379030658,0.6145833333,8.288185598e-05,0.0006314600593,0.5729166667,0.01561769664,0.0162267284,0.588951205,1956,94914,96822,1,0,0.01736527686,8.288185598e-05,future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,long_top,0.01736527686,0,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong|too_few_positive_horizons|weak_dense_primary_abs_ic,bo_watch_or_reject
3fdaa761915f9807f6d87577,,,opening_amount_pressure_orthogonal,amount|m1_first30_amount|m1_first30_vol|volume,"CSRank(Sub(ZScore(Div($m1_first30_amount,Add(Abs(Mean($amount,2)),0.000001))),ZScore(Div($m1_first30_vol,Add(Abs(Mean($volume,2)),0.000001)))))",30,6,0.01681646688,0.0684590118,0.6279069767,9.762542094e-05,0.00161401986,0.5813953488,0.006528572385,0.01814872853,0.7848007492,1924,85264,96822,1,0,0.01681646688,9.762542094e-05,future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,long_top,0.01681646688,0,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong|too_few_positive_horizons|weak_dense_primary_abs_ic,bo_watch_or_reject
6a99c0d0e28a09111b18ab69,,,opening_amount_pressure_orthogonal,amount|m1_first30_amount|m1_first30_vol|volume,"CSRank(Sub(ZScore(Div($m1_first30_amount,Add(Abs(Mean($amount,3)),0.000001))),ZScore(Div($m1_first30_vol,Add(Abs(Mean($volume,3)),0.000001)))))",30,6,0.01298187968,0.0704921864,0.5658914729,-0.0002125901841,0.001724289415,0.515503876,0.02296643385,0.02061434348,0.78934898,1924,85264,96822,1,0,0.01298187968,-0.0002125901841,future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,long_top,0.01298187968,0,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong|too_few_positive_horizons|weak_dense_primary_abs_ic,bo_watch_or_reject
75d93af7e8ac4fdc7ba23938,,,amount_volume_flow,amount|volume,"CSRank(Sub(ZScore(Delta($amount,2)),ZScore(Delta($volume,2))))",5,6,0.01268674875,0.054934499,0.5625,6.965226716e-05,0.0005997999342,0.5416666667,0.002757671905,0.0008436666308,0.7247160304,1968,94914,96822,1,0,0.01268674875,6.965226716e-05,,bl_signal_materialized_pass,long_top,0.01268674875,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bo_watch_or_reject
fe988de4441e0bacb95d7cbf,,,opening_range_location,amount|m1_first5_amount|m1_first5_range|open,"CSRank(Mul(ZScore(Div($m1_first5_amount,Add(Abs(Mean($amount,5)),0.000001))),ZScore(Div($m1_first5_range,Add(Abs($open),0.000001)))))",30,6,-0.01230867159,0.06728446322,0.4548611111,-0.000324432685,0.001687398546,0.4861111111,-0.01152723184,-0.01324407108,0.6378024954,1956,94914,96822,1,0,-0.01230867159,-0.000324432685,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,short_top,0.01230867159,0,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong|too_few_positive_horizons|weak_dense_primary_abs_ic,bo_watch_or_reject
b45a7cb5349b2aba05ac8e0b,,,opening_range_location,amount|m1_first15_amount|m1_first15_range|open,"CSRank(Mul(ZScore(Div($m1_first15_amount,Add(Abs(Mean($amount,5)),0.000001))),ZScore(Div($m1_first15_range,Add(Abs($open),0.000001)))))",5,6,0.0120932877,0.05741986415,0.5615942029,5.353986478e-05,0.0005724150628,0.5434782609,0.0111976018,0.01242476116,0.6464637403,1924,91050,96822,1,0,0.0120932877,5.353986478e-05,future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,long_top,0.0120932877,0,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong|too_few_positive_horizons|weak_dense_primary_abs_ic,bo_watch_or_reject
4281c59718294fa9cb080c42,,,opening_range_location,amount|m1_first30_amount|m1_first30_range|open,"CSRank(Mul(ZScore(Div($m1_first30_amount,Add(Abs(Mean($amount,5)),0.000001))),ZScore(Div($m1_first30_range,Add(Abs($open),0.000001)))))",30,6,-0.01165882744,0.06700569255,0.4379844961,-0.0003119143371,0.001602642593,0.476744186,-0.009447002342,-0.01293045463,0.6520574893,1924,85264,96822,1,0,-0.01165882744,-0.0003119143371,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,short_top,0.01165882744,0,signal_corr_abs_ge_0.75|future_signal_wrong_lag_too_strong|too_few_positive_horizons|weak_dense_primary_abs_ic,bo_watch_or_reject
6f2a065720dd7f8168b5de8a,,,amount_volume_flow,amount|volume,"CSRank(Sub(ZScore(Delta($amount,3)),ZScore(Delta($volume,3))))",5,6,0.008103417219,0.0546033357,0.5347222222,-2.564201687e-06,0.0006331846907,0.5347222222,0.004345797143,0.00852652865,0.7232566631,1965,94914,96822,1,0,0.008103417219,-2.564201687e-06,future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,long_top,0.008103417219,0,future_signal_wrong_lag_too_strong|too_few_positive_horizons|weak_dense_primary_abs_ic,bo_watch_or_reject
97e9136c39252bf408a90ad6,,,amount_volume_flow,amount|volume,"CSRank(Sub(ZScore(Delta($amount,5)),ZScore(Delta($volume,5))))",1,6,0.007647411364,0.05265893541,0.5451388889,5.137104879e-05,0.0003233423407,0.5138888889,0.001424419732,-0.004563784708,0.7221411357,1969,94914,96822,1,0,0.007647411364,5.137104879e-05,,bl_signal_materialized_pass,long_top,0.007647411364,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bo_watch_or_reject
e61d4b562d65efbdde4b77c2,,,range_volatility_residual,high|low|open|ret_1m,"CSRank(Sub(ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),3)),ZScore(Std($ret_1m,3))))",1,6,-0.007155048398,0.0499397188,0.4270833333,-2.375190558e-05,0.0003121970886,0.4652777778,-0.002290979762,0.005224355593,0.7372346047,1974,93620,96822,1,0,-0.007155048398,-2.375190558e-05,primary_direction_not_reproduced,bl_signal_materialized_watch,short_top,0.007155048398,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bo_watch_or_reject
735947ee887a0541f3528a41,,,range_volatility_residual,high|low|open|ret_1m,"CSRank(Sub(ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),2)),ZScore(Std($ret_1m,2))))",1,6,-0.006574373515,0.05378264531,0.4652777778,-4.002136838e-05,0.0003349836467,0.4409722222,-0.003298863402,-0.002083108835,0.7469450083,1958,92973,96822,1,0,-0.006574373515,-4.002136838e-05,primary_direction_not_reproduced,bl_signal_materialized_watch,short_top,0.006574373515,0,too_few_positive_horizons|weak_dense_primary_abs_ic,bo_watch_or_reject
22e98453a781715850895094,,,range_volatility_residual,high|low|open|ret_1m,"CSRank(Sub(ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),5)),ZScore(Std($ret_1m,5))))",1,6,-0.00632765807,0.05137556365,0.4652777778,4.91319267e-06,0.0003188748755,0.4756944444,0.001167437582,0.01284364186,0.7348040079,1973,94914,96822,1,0,-0.00632765807,4.91319267e-06,primary_direction_not_reproduced|future_signal_wrong_lag_too_strong,bl_signal_materialized_watch,short_top,0.00632765807,0,future_signal_wrong_lag_too_strong|too_few_positive_horizons|weak_dense_primary_abs_ic,bo_watch_or_reject
