candidate_id,expression_hash,expression,generator_arm,generator_route,source_generator,source_lane,round_id,mutation_type,factor_lane,aligned_ic_mean,abs_aligned_ic_mean,aligned_spread_mean,spread_hit_rate,positive_horizon_count,mean_one_way_turnover,phase3ca_proxy_quality,proxy_quality,blocker_flags,phase3bp_blocker_flags,motif_label,metric_boundary,seed,parent_id,field_family,primitive_family,event_state_family,horizon_bucket,turnover_bucket,family_id,motif_id,subtree_hashes,train_reward,train_reward_decision,train_reward_blockers,validation_day_sortino,validation_mcmc_prob_gt_0,holdout_day_sortino,holdout_mcmc_prob_gt_0,run,source_file,proxy_sortino,mcmc_sortino_median,mcmc_prob_sortino_gt_0,reward_audit_decision,cm_required_fields,cm_field_gate_decision,cm_missing_fields
phase3cp_lt_event_00032,63acefffab51255a534bc382,"CSRank(Mean(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),45))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))),3))",event_state,phase3cp-low-turnover-event-state-probe,phase3cp_low_turnover_event_state_probe,phase3cp_low_turnover_event_state_probe,low_turnover_event_state/round1_targeted,low_turnover_variant,targeted_low_turnover_event_opening_state,0.02785714,0.02785714,0.000195,0.5317,3,0.48,0.19139571,0.195,,,range_mom45_m1_first30_vol_mean3,Phase3CA proxy ranking only; BZ fragment replay is required before followup.,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,cced4d5630efed27cf,58a1a3f15823f9fc3e,aa404c1d20dc,,,,,,,,search_outputs,G:\Project_V7_Rotation\alpha_pit_true1min_engine_20260619\runtime\phase3cp_low_turnover_event_state_probe_20260623\search_outputs\low_turnover_event_state\round1_targeted\phase3cp_top_decisions.csv,0.19139571,0.19139571,1.0,PHASE3CA_CANDIDATE_FOR_FRAGMENT_REPLAY,close|high|low|m1_first30_vol|volume,PASS,
phase3cp_lt_event_00033,c807a3760ea9fb323b60287c,"CSRank(Mean(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),45))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))),5))",event_state,phase3cp-low-turnover-event-state-probe,phase3cp_low_turnover_event_state_probe,phase3cp_low_turnover_event_state_probe,low_turnover_event_state/round1_targeted,low_turnover_variant,targeted_low_turnover_event_opening_state,0.02785714,0.02785714,0.000195,0.5317,3,0.48,0.19139571,0.195,,,range_mom45_m1_first30_vol_mean5,Phase3CA proxy ranking only; BZ fragment replay is required before followup.,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,cced4d5630efed27cf,58a1a3f15823f9fc3e,aa404c1d20dc,,,,,,,,search_outputs,G:\Project_V7_Rotation\alpha_pit_true1min_engine_20260619\runtime\phase3cp_low_turnover_event_state_probe_20260623\search_outputs\low_turnover_event_state\round1_targeted\phase3cp_top_decisions.csv,0.19139571,0.19139571,1.0,PHASE3CA_CANDIDATE_FOR_FRAGMENT_REPLAY,close|high|low|m1_first30_vol|volume,PASS,
phase3cp_lt_event_00034,91472e1557336a299e14e5b1,"CSRank(Mean(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),45))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))),8))",event_state,phase3cp-low-turnover-event-state-probe,phase3cp_low_turnover_event_state_probe,phase3cp_low_turnover_event_state_probe,low_turnover_event_state/round1_targeted,low_turnover_variant,targeted_low_turnover_event_opening_state,0.02785714,0.02785714,0.000195,0.5317,3,0.48,0.19139571,0.195,,,range_mom45_m1_first30_vol_mean8,Phase3CA proxy ranking only; BZ fragment replay is required before followup.,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,cced4d5630efed27cf,58a1a3f15823f9fc3e,aa404c1d20dc,,,,,,,,search_outputs,G:\Project_V7_Rotation\alpha_pit_true1min_engine_20260619\runtime\phase3cp_low_turnover_event_state_probe_20260623\search_outputs\low_turnover_event_state\round1_targeted\phase3cp_top_decisions.csv,0.19139571,0.19139571,1.0,PHASE3CA_CANDIDATE_FOR_FRAGMENT_REPLAY,close|high|low|m1_first30_vol|volume,PASS,
phase3cp_lt_event_00035,a1947bd86be29ff58f05818c,"CSRank(Wma(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),45))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))),5))",event_state,phase3cp-low-turnover-event-state-probe,phase3cp_low_turnover_event_state_probe,phase3cp_low_turnover_event_state_probe,low_turnover_event_state/round1_targeted,low_turnover_variant,targeted_low_turnover_event_opening_state,0.02785714,0.02785714,0.000195,0.5317,3,0.48,0.19139571,0.195,,,range_mom45_m1_first30_vol_wma5,Phase3CA proxy ranking only; BZ fragment replay is required before followup.,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,9b7cb4f44ecb642b25,71e8bba2dcda14dfc1,efef453aa773,,,,,,,,search_outputs,G:\Project_V7_Rotation\alpha_pit_true1min_engine_20260619\runtime\phase3cp_low_turnover_event_state_probe_20260623\search_outputs\low_turnover_event_state\round1_targeted\phase3cp_top_decisions.csv,0.19139571,0.19139571,1.0,PHASE3CA_CANDIDATE_FOR_FRAGMENT_REPLAY,close|high|low|m1_first30_vol|volume,PASS,
phase3cp_lt_event_00036,9a2b24853a17e6410543093d,"CSRank(Wma(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),45))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))),8))",event_state,phase3cp-low-turnover-event-state-probe,phase3cp_low_turnover_event_state_probe,phase3cp_low_turnover_event_state_probe,low_turnover_event_state/round1_targeted,low_turnover_variant,targeted_low_turnover_event_opening_state,0.02785714,0.02785714,0.000195,0.5317,3,0.48,0.19139571,0.195,,,range_mom45_m1_first30_vol_wma8,Phase3CA proxy ranking only; BZ fragment replay is required before followup.,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,9b7cb4f44ecb642b25,71e8bba2dcda14dfc1,efef453aa773,,,,,,,,search_outputs,G:\Project_V7_Rotation\alpha_pit_true1min_engine_20260619\runtime\phase3cp_low_turnover_event_state_probe_20260623\search_outputs\low_turnover_event_state\round1_targeted\phase3cp_top_decisions.csv,0.19139571,0.19139571,1.0,PHASE3CA_CANDIDATE_FOR_FRAGMENT_REPLAY,close|high|low|m1_first30_vol|volume,PASS,
phase3cp_lt_event_00038,142940fd433b54dd13c4ce2f,"CSRank(Mean(CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),45))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001))))),3))",event_state,phase3cp-low-turnover-event-state-probe,phase3cp_low_turnover_event_state_probe,phase3cp_low_turnover_event_state_probe,low_turnover_event_state/round1_targeted,low_turnover_variant,targeted_low_turnover_event_opening_state,0.02785714,0.02785714,0.000195,0.5317,3,0.48,0.19139571,0.195,,,range_mom45_m1_first30_vol_mean_rank3,Phase3CA proxy ranking only; BZ fragment replay is required before followup.,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,66735011e77830c49a,1307d97b0a929d0cae,ebc1293b6bd1,,,,,,,,search_outputs,G:\Project_V7_Rotation\alpha_pit_true1min_engine_20260619\runtime\phase3cp_low_turnover_event_state_probe_20260623\search_outputs\low_turnover_event_state\round1_targeted\phase3cp_top_decisions.csv,0.19139571,0.19139571,1.0,PHASE3CA_CANDIDATE_FOR_FRAGMENT_REPLAY,close|high|low|m1_first30_vol|volume,PASS,
phase3cp_lt_event_00039,4b61f182bfb7134749851fcb,"CSRank(Mean(CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),45))),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001))))),5))",event_state,phase3cp-low-turnover-event-state-probe,phase3cp_low_turnover_event_state_probe,phase3cp_low_turnover_event_state_probe,low_turnover_event_state/round1_targeted,low_turnover_variant,targeted_low_turnover_event_opening_state,0.02785714,0.02785714,0.000195,0.5317,3,0.48,0.19139571,0.195,,,range_mom45_m1_first30_vol_mean_rank5,Phase3CA proxy ranking only; BZ fragment replay is required before followup.,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,66735011e77830c49a,1307d97b0a929d0cae,ebc1293b6bd1,,,,,,,,search_outputs,G:\Project_V7_Rotation\alpha_pit_true1min_engine_20260619\runtime\phase3cp_low_turnover_event_state_probe_20260623\search_outputs\low_turnover_event_state\round1_targeted\phase3cp_top_decisions.csv,0.19139571,0.19139571,1.0,PHASE3CA_CANDIDATE_FOR_FRAGMENT_REPLAY,close|high|low|m1_first30_vol|volume,PASS,
phase3cp_lt_event_00041,f9812590e1f9598c426a29b2,"CSRank(Mean(Sub(ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),45))),3))",event_state,phase3cp-low-turnover-event-state-probe,phase3cp_low_turnover_event_state_probe,phase3cp_low_turnover_event_state_probe,low_turnover_event_state/round1_targeted,low_turnover_variant,targeted_low_turnover_event_opening_state,0.02785714,0.02785714,0.000195,0.5317,3,0.48,0.19139571,0.195,,,flow_vs_rangevol45_m1_first30_vol_mean3,Phase3CA proxy ranking only; BZ fragment replay is required before followup.,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,b0b42baf8b96c07171,822f003332343b42f0,b3a1fc480396,,,,,,,,search_outputs,G:\Project_V7_Rotation\alpha_pit_true1min_engine_20260619\runtime\phase3cp_low_turnover_event_state_probe_20260623\search_outputs\low_turnover_event_state\round1_targeted\phase3cp_top_decisions.csv,0.19139571,0.19139571,1.0,PHASE3CA_CANDIDATE_FOR_FRAGMENT_REPLAY,high|low|m1_first30_vol|open|volume,PASS,
phase3cp_lt_event_00042,597ccf00b8db3b1c7c9f5ab8,"CSRank(Mean(Sub(ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),45))),5))",event_state,phase3cp-low-turnover-event-state-probe,phase3cp_low_turnover_event_state_probe,phase3cp_low_turnover_event_state_probe,low_turnover_event_state/round1_targeted,low_turnover_variant,targeted_low_turnover_event_opening_state,0.02785714,0.02785714,0.000195,0.5317,3,0.48,0.19139571,0.195,,,flow_vs_rangevol45_m1_first30_vol_mean5,Phase3CA proxy ranking only; BZ fragment replay is required before followup.,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,b0b42baf8b96c07171,822f003332343b42f0,b3a1fc480396,,,,,,,,search_outputs,G:\Project_V7_Rotation\alpha_pit_true1min_engine_20260619\runtime\phase3cp_low_turnover_event_state_probe_20260623\search_outputs\low_turnover_event_state\round1_targeted\phase3cp_top_decisions.csv,0.19139571,0.19139571,1.0,PHASE3CA_CANDIDATE_FOR_FRAGMENT_REPLAY,high|low|m1_first30_vol|open|volume,PASS,
phase3cp_lt_event_00043,cc02a1c0f793cdb1188a87d2,"CSRank(Mean(Sub(ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),45))),8))",event_state,phase3cp-low-turnover-event-state-probe,phase3cp_low_turnover_event_state_probe,phase3cp_low_turnover_event_state_probe,low_turnover_event_state/round1_targeted,low_turnover_variant,targeted_low_turnover_event_opening_state,0.02785714,0.02785714,0.000195,0.5317,3,0.48,0.19139571,0.195,,,flow_vs_rangevol45_m1_first30_vol_mean8,Phase3CA proxy ranking only; BZ fragment replay is required before followup.,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,b0b42baf8b96c07171,822f003332343b42f0,b3a1fc480396,,,,,,,,search_outputs,G:\Project_V7_Rotation\alpha_pit_true1min_engine_20260619\runtime\phase3cp_low_turnover_event_state_probe_20260623\search_outputs\low_turnover_event_state\round1_targeted\phase3cp_top_decisions.csv,0.19139571,0.19139571,1.0,PHASE3CA_CANDIDATE_FOR_FRAGMENT_REPLAY,high|low|m1_first30_vol|open|volume,PASS,
phase3cp_lt_event_00044,985d55e5f11e8b027b1e56f8,"CSRank(Wma(Sub(ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),45))),5))",event_state,phase3cp-low-turnover-event-state-probe,phase3cp_low_turnover_event_state_probe,phase3cp_low_turnover_event_state_probe,low_turnover_event_state/round1_targeted,low_turnover_variant,targeted_low_turnover_event_opening_state,0.02785714,0.02785714,0.000195,0.5317,3,0.48,0.19139571,0.195,,,flow_vs_rangevol45_m1_first30_vol_wma5,Phase3CA proxy ranking only; BZ fragment replay is required before followup.,,,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,8644f273d365016bf4,e638ae7097b094b479,2d508bddd66a,,,,,,,,search_outputs,G:\Project_V7_Rotation\alpha_pit_true1min_engine_20260619\runtime\phase3cp_low_turnover_event_state_probe_20260623\search_outputs\low_turnover_event_state\round1_targeted\phase3cp_top_decisions.csv,0.19139571,0.19139571,1.0,PHASE3CA_CANDIDATE_FOR_FRAGMENT_REPLAY,high|low|m1_first30_vol|open|volume,PASS,
